0.21042994	0.24823797	-0.14129826	0.14725298	0.1680477	-0.1566608	0.1357036	-0.1626362	-0.14569816	-0.15800963	0.1621507	0.13750485
0.2233185	0.22998528	-0.19417365	0.21392538	0.16712327	-0.17556904	0.17659515	-0.14691561	-0.15594877	-0.15390973	0.2145738	0.16180666
0.24020597	0.31921044	-0.25400126	0.23772277	0.29321316	-0.22737315	0.25243497	-0.17927822	-0.18979329	-0.20317921	0.22805145	0.2398977
0.15421604	0.14097565	-0.05643389	0.088850856	0.040446598	-0.13646355	0.14633891	-0.13478461	-0.13550802	-0.16559546	0.09745747	0.116271384
0.015882969	0.11921693	-0.013259002	0.028226556	-0.09061186	0.025011165	-0.00566515	0.00049208704	-0.04283516	-0.03658523	0.024990652	0.0070753656
0.14823851	0.2403181	-0.23560621	0.17401843	0.25571468	-0.15590471	0.17287894	-0.17190096	-0.1862243	-0.18311113	0.1882443	0.21112016
0.14198026	0.22395763	-0.15946318	0.12993842	0.07175832	-0.1532204	0.1359312	-0.15611243	-0.11357568	-0.18849339	0.12729825	0.19383872
0.27602872	0.28320846	-0.21822983	0.2370604	0.36975402	-0.29909116	0.26091546	-0.23787293	-0.2140391	-0.29015836	0.2387951	0.23230065
0.26455432	0.37626702	-0.2743994	0.30175272	0.43643856	-0.2610568	0.2958702	-0.2977564	-0.2895275	-0.280093	0.29426578	0.2821431
0.256266	0.28209883	-0.17069711	0.18887019	0.27099958	-0.2139469	0.23390153	-0.17852901	-0.22562179	-0.16689232	0.1846502	0.24131583
0.22192526	0.3561589	-0.3080535	0.25336912	0.3757275	-0.30264527	0.33883312	-0.27221578	-0.29427725	-0.2729472	0.2948176	0.33770546
0.16451451	0.22992417	-0.19182917	0.21792585	0.21482307	-0.15128115	0.21719894	-0.21122693	-0.20533943	-0.24023354	0.23505238	0.14816953
0.27328968	0.34216082	-0.254546	0.36664742	0.37505838	-0.26721394	0.26230317	-0.3035664	-0.27030376	-0.28545207	0.31491774	0.25479954
0.055430546	0.09662776	-0.060469106	0.12536862	0.017530102	-0.057414472	0.12950557	-0.05350952	-0.055742443	-0.08469822	0.110488474	0.12808046
0.07872279	0.113270424	-0.037093077	0.0688178	0.0047474336	-0.058997527	0.10891605	-0.031067839	-0.059624698	-0.047974978	0.024188552	0.056123268
0.2029176	0.32461265	-0.24328455	0.32988742	0.33814457	-0.27431965	0.22392127	-0.27400303	-0.24875833	-0.205794	0.25560415	0.24622387
0.23623195	0.23849611	-0.2169822	0.23367286	0.23724718	-0.14465615	0.2327491	-0.20907016	-0.20751807	-0.23549294	0.19428171	0.1671841
0.009454249	0.064303815	0.08988021	-0.06744424	-0.10136398	0.07159688	-0.029294	-0.0042743813	0.035286084	0.0059663123	-0.032629702	-0.033551462
0.21679012	0.3582879	-0.29165068	0.31546167	0.50365925	-0.2865179	0.34213614	-0.24097131	-0.31609783	-0.31185448	0.25691512	0.33174938
0.30536842	0.34669003	-0.29006904	0.29750136	0.43248594	-0.3850145	0.32669145	-0.2567311	-0.27562198	-0.32946664	0.32344136	0.30547482
0.2661563	0.2661132	-0.2517853	0.33845916	0.3502182	-0.25011262	0.25304875	-0.24712296	-0.25326216	-0.28725624	0.22117092	0.22747965
-0.0016962723	0.107417315	-0.02362171	0.024257617	-0.059622336	0.053449374	0.029588616	-0.014336677	-0.021543317	-0.078485526	0.051547494	-0.0116823455
0.03471825	0.124218136	-0.01957246	0.08246528	0.050737657	-0.07816823	0.10262282	-0.043983273	-0.06852558	-0.14612725	0.024726558	0.029180257
0.15496257	0.20963156	-0.15326917	0.1479768	0.08816938	-0.07633902	0.13578647	-0.11309999	-0.11745741	-0.14426202	0.08773226	0.11828375
0.14620888	0.14498906	-0.04810048	0.10408706	0.0780908	-0.1041184	0.09781273	-0.07097188	-0.1318628	-0.11695659	0.107556105	0.14376442
-0.04543716	0.0010545491	0.11114701	-0.0152726285	-0.14802292	0.1326065	0.01879368	0.019651014	0.03699292	0.03532953	-0.04292183	-0.07112545
0.113839775	0.2257679	-0.18203473	0.11304963	0.11799361	-0.09825435	0.13316366	-0.10243187	-0.1469302	-0.20221816	0.10344457	0.19233638
0.21445988	0.35454577	-0.35267878	0.33243075	0.46078786	-0.2891382	0.2702363	-0.2181282	-0.23923738	-0.2853263	0.2971188	0.3091969
0.17413759	0.30646488	-0.23426327	0.2185182	0.36169195	-0.27104315	0.24780321	-0.2486246	-0.21833815	-0.27230898	0.24377343	0.27776834
0.02434088	0.07028408	-0.051328685	0.091417946	-0.026858488	-0.051383343	0.063344195	-0.03243252	-0.0046015126	-0.11876039	0.01525213	-0.0009988855
0.26732862	0.3365204	-0.2729015	0.28450754	0.35503104	-0.2812285	0.26865473	-0.28807336	-0.23713231	-0.23395224	0.23265898	0.23122893
0.17447451	0.21283947	-0.21258892	0.21852356	0.1814023	-0.18135934	0.19728456	-0.15680385	-0.15332481	-0.17884704	0.22137228	0.1531323
0.22650526	0.3025906	-0.2973661	0.2966763	0.31407034	-0.21804005	0.2105966	-0.20396958	-0.197905	-0.21330006	0.23098807	0.2056492
0.027675653	0.052867066	-0.041311823	0.07830637	-0.099124834	-0.011920879	0.044508766	-0.08021828	-0.023061862	-0.094021216	0.043933302	0.036325164
0.2802049	0.34496418	-0.2909543	0.31619146	0.41391495	-0.33433872	0.27766198	-0.31051514	-0.30210623	-0.25750437	0.29850447	0.29673406
0.23881361	0.26968455	-0.18622124	0.19348359	0.24144958	-0.19389892	0.1888728	-0.22241023	-0.2178737	-0.17708719	0.18512706	0.23132169
0.29657868	0.32416058	-0.3425408	0.3019501	0.5127908	-0.33669987	0.31665155	-0.26289883	-0.29165363	-0.32235003	0.34551308	0.26659867
0.16815518	0.2985898	-0.22504134	0.2525473	0.2706618	-0.21118018	0.2851102	-0.23792274	-0.24545358	-0.17078888	0.20296124	0.20593289
0.122155674	0.21577592	-0.16233362	0.20889394	0.22001529	-0.16543889	0.1826434	-0.13663436	-0.14318268	-0.19629602	0.15455352	0.14247926
0.26774246	0.33567092	-0.30865523	0.3217502	0.42761287	-0.30020043	0.34227565	-0.25958034	-0.2968916	-0.24164675	0.2875984	0.28384125
0.095359065	0.08082282	-0.05008391	0.03784184	-0.0039678556	-0.06182332	0.053041574	-0.045275602	-0.10548574	-0.046174675	0.09433621	0.12538083
0.06300595	0.017968785	0.057655286	-0.024297085	-0.11832848	0.023725696	-0.0059384196	-0.048996504	-0.013133515	-0.01691834	-0.01937285	-0.034363013
0.2704995	0.2721229	-0.32880706	0.2787643	0.4753606	-0.26196244	0.29529318	-0.21853688	-0.2859628	-0.29009154	0.3041414	0.22618467
0.2569623	0.27143297	-0.33324346	0.33983606	0.47533512	-0.28959382	0.2885902	-0.25834623	-0.2618034	-0.28499568	0.293675	0.24299644
0.06720521	0.10167747	-0.07543291	0.14061418	0.11330483	-0.107827984	0.10357591	-0.1424183	-0.05636066	-0.14875345	0.09071362	0.117875494
0.19787417	0.2809147	-0.33207008	0.30719444	0.46014175	-0.281339	0.29424563	-0.27024457	-0.23228744	-0.27360132	0.2617898	0.3326144
0.14413646	0.16173765	-0.18979387	0.23930699	0.26988438	-0.2558384	0.16991596	-0.15765122	-0.18729243	-0.16340801	0.19246985	0.15577377
0.17265226	0.13095812	-0.09658563	0.09794869	0.1376494	-0.10517252	0.12635095	-0.16983435	-0.11959606	-0.16544718	0.10721869	0.12565939
0.12282825	0.11820656	-0.16697964	0.17098549	0.16604173	-0.13256395	0.11533003	-0.1499544	-0.09049906	-0.1488103	0.10370595	0.112046205
0.12319913	0.20905572	-0.12414081	0.13312836	0.18193582	-0.1602152	0.19337086	-0.10373197	-0.17854667	-0.1474458	0.16085319	0.19890761
0.28319272	0.32627335	-0.33010894	0.30544472	0.41671932	-0.31586954	0.27386916	-0.30205157	-0.23516105	-0.21074238	0.29476017	0.2391725
0.119101	0.16536371	-0.08097338	0.09984196	0.16651924	-0.1411143	0.15865158	-0.08005327	-0.12326686	-0.12459322	0.11280204	0.11896127
0.07558315	0.11003307	-0.01666516	0.069471076	0.0031844846	-0.07765653	0.09332768	-0.042893674	-0.09754739	-0.105446994	0.096343234	0.059419338
0.25107536	0.27156118	-0.3316812	0.34527293	0.45139584	-0.2921236	0.32716936	-0.2416215	-0.24691558	-0.30322257	0.28478053	0.24635266
0.09284947	0.13688175	-0.078310944	0.13019933	0.065621324	-0.14520612	0.14109321	-0.083699785	-0.07797284	-0.13125989	0.12596384	0.13278395
0.18475763	0.28185928	-0.30649313	0.2841472	0.4438906	-0.30870944	0.24642816	-0.27542636	-0.2385303	-0.19941169	0.23046055	0.28207555
